word,frequency,topic_id
cover,464,5
back,458,5
outfit,434,5
fall,421,5
know,416,5
thing,406,5
think,393,5
poll,367,5
carpet,365,5
stylelist,364,5
go,361,5
trend,352,5
may,352,5
celebrity,347,5
say,344,5
spring,342,5
huffpoststyle,336,5
middleton,334,5
find,328,5
face,326,5
black,323,5
need,319,5
would,318,5
award,318,5
even,312,5
top,309,5
good,308,5
shoe,308,5
really,294,5
wearing,294,5
obama,294,5
always,293,5
list,293,5
world,288,5
lady,286,5
come,285,5
people,285,5
evolution,285,5
color,283,5
skin,278,5
little,278,5
princess,278,5
life,274,5
favorite,273,5
night,273,5
collection,270,5
still,269,5
summer,265,5
actress,265,5
much,264,5
vogue,263,5
michelle,261,5
last,253,5
secret,253,5
magazine,252,5
line,251,5
nail,251,5
white,251,5
wardrobe,249,5
work,248,5
never,248,5
got,247,5
many,246,5
kardashian,246,5
runway,244,5
season,242,5
kim,242,5
every,240,5
two,240,5
men,239,5
street,237,5
right,235,5
perfect,232,5
made,231,5
prince,230,5
royal,229,5
could,229,5
also,226,5
pretty,225,5
product,223,5
ad,222,5
network,222,5
moment,216,5
better,215,5
jennifer,214,5
tip,211,5
clothing,211,5
great,207,5
ever,205,5
today,204,5
going,202,5
wore,202,5
brand,200,5
big,199,5
jessica,198,5
shop,197,5
holiday,196,5
well,196,5
clothes,195,5
city,194,5
oscar,193,5
victoria,192,5
give,190,5
paris,189,5
art,188,5
long,182,5
around,182,5
jean,182,5
short,180,5
baby,180,5
shopping,179,5
tell,178,5
vintage,178,5
something,177,5
store,177,5
body,172,5
read,172,5
lot,170,5
gift,169,5
let,169,5
image,168,5
worst,167,5
pant,167,5
feel,167,5
eye,167,5
talk,166,5
getting,163,5
without,163,5
editor,163,5
put,162,5
party,161,5
might,157,5
watch,157,5
another,157,5
ca,153,5
pick,153,5
stylish,152,5
queen,152,5
weekend,151,5
hot,150,5
miley,150,5
wedding,149,5
accessory,147,5
high,147,5
golden,147,5
try,146,5
american,146,5
real,146,5
next,146,5
sexy,146,5
actually,145,5
mean,144,5
looking,144,5
gown,144,5
help,143,5
since,142,5
campaign,142,5
winter,141,5
everything,141,5
old,141,5
bag,141,5
hat,141,5
sale,140,5
making,140,5
suit,139,5
globe,135,5
past,135,5
taylor,133,5
dressed,133,5
issue,133,5
lipstick,133,5
reason,132,5
friend,132,5
mom,132,5
already,131,5
costume,131,5
cool,131,5
design,130,5
hit,130,5
lip,129,5
pink,128,5
leather,128,5
heel,128,5
seen,127,5
set,127,5
yet,127,5
family,127,5
beautiful,127,5
idea,127,5
singer,127,5
blue,126,5
piece,126,5
keep,126,5
rihanna,126,5
month,126,5
sheer,126,5
latest,125,5
home,125,5
bra,125,5
event,124,5
everyone,124,5
blogger,124,5
music,124,5
news,124,5
miss,123,5
london,123,5
chanel,123,5
gorgeous,123,5
mother,122,5
anna,122,5
harry,120,5
pair,120,5
film,120,5
cyrus,120,5
turn,119,5
rachel,119,5
met,119,5
moss,119,5
said,118,5
part,118,5
course,118,5
taking,118,5
though,117,5
took,116,5
yes,116,5
hollywood,116,5
easy,115,5
bikini,115,5
bad,115,5
head,115,5
marc,115,5
looked,114,5
online,114,5
use,113,5
closet,113,5
change,113,5
live,113,5
report,113,5
house,113,5
coat,112,5
item,112,5
amazing,112,5
chic,111,5
emmy,111,5
daily,111,5
shoot,110,5
shirt,110,5
h,110,5
step,109,5
full,109,5
le,108,5
underwear,108,5
seems,108,5
skirt,107,5
birthday,107,5
thought,107,5
supermodel,107,5
click,107,5
whether,106,5
jacket,106,5
duchess,106,5
often,106,5
different,106,5
question,106,5
beckham,105,5
guy,105,5
nothing,104,5
print,104,5
finally,104,5
jewelry,102,5
simple,102,5
end,102,5
ready,102,5
blonde,102,5
choice,101,5
fun,101,5
totally,101,5
katy,101,5
feature,100,5
perry,100,5
buy,99,5
industry,99,5
size,99,5
malfunction,99,5
diy,98,5
away,98,5
stunning,98,5
famous,98,5
super,98,5
elle,98,5
trick,96,5
jenner,96,5
classic,96,5
stop,95,5
recently,95,5
emma,95,5
behind,94,5
major,94,5
appearance,94,5
hairstyle,94,5
tweet,93,5
movie,93,5
beyonce,93,5
jacob,93,5
start,92,5
cut,92,5
icon,92,5
interview,92,5
man,92,5
known,92,5
told,92,5
gala,92,5
series,92,5
call,91,5
place,91,5
debut,91,5
upton,91,5
enough,90,5
elizabeth,90,5
five,89,5
three,89,5
premiere,89,5
cute,88,5
british,88,5
young,88,5
kelly,88,5
similar,88,5
green,88,5
fabulous,88,5
used,87,5
hand,87,5
daughter,87,5
child,87,5
couple,87,5
happy,87,5
artist,86,5
case,86,5
found,86,5
school,86,5
fact,86,5
front,86,5
share,85,5
wo,85,5
pregnant,85,5
ensemble,85,5
rest,85,5
almost,84,5
story,84,5
word,84,5
denim,84,5
french,84,5
friday,83,5
william,83,5
kind,83,5
fan,83,5
david,83,5
pippa,83,5
miranda,83,5
weekly,83,5
deal,82,5
boot,82,5
kid,82,5
celebs,82,5
become,82,5
awesome,82,5
zoe,82,5
according,81,5
care,81,5
michael,81,5
routine,80,5
manicure,80,5
rock,80,5
photoshop,80,5
west,80,5
gisele,80,5
remember,79,5
modeling,79,5
surprise,79,5
cheap,78,5
tv,78,5
gaga,78,5
sport,78,5
sunday,78,5
festival,78,5
name,78,5
dark,77,5
halloween,77,5
probably,77,5
mind,77,5
quite,77,5
kanye,77,5
roundup,77,5
business,76,5
must,76,5
kristen,76,5
alexander,76,5
age,76,5
gold,76,5
teen,76,5
heidi,76,5
fragrance,75,5
anything,75,5
bold,75,5
game,75,5
hard,75,5
dating,75,5
ebay,75,5
olivia,74,5
picture,74,5
ring,74,5
gwyneth,74,5
second,74,5
book,74,5
glamour,74,5
foot,74,5
lawrence,74,5
reveals,73,5
important,73,5
matter,73,5
bright,73,5
valentine,73,5
leg,73,5
company,73,5
student,73,5
mtv,73,5
pop,73,5
kerr,73,5
content,72,5
morning,72,5
meet,72,5
date,72,5
rule,72,5
la,72,5
least,71,5
president,71,5
came,71,5
pic,71,5
seeing,70,5
side,70,5
hope,70,5
saw,70,5
far,70,5
oh,70,5
bit,70,5
inspired,70,5
sarah,70,5
anne,70,5
de,70,5
went,69,5
row,69,5
follow,69,5
bank,69,5
swift,69,5
update,69,5
ashley,69,5
highlight,69,5
gay,1890,6
black,1601,6
new,1269,6
people,1120,6
one,839,6
year,813,6
woman,792,6
life,767,6
say,753,6
time,681,6
lgbt,673,6
right,646,6
week,621,6
community,614,6
day,614,6
like,601,6
love,593,6
said,585,6
trump,585,6
first,570,6
queer,545,6
transgender,531,6
family,526,6
video,511,6
u,509,6
get,505,6
show,504,6
trans,493,6
star,479,6
marriage,479,6
lgbtq,467,6
men,464,6
man,459,6
want,450,6
story,438,6
police,433,6
would,427,6
know,404,6
america,392,6
way,388,6
history,381,6
world,380,6
white,376,6
make,374,6
many,366,6
come,365,6
film,356,6
school,354,6
american,347,6
take,336,6
back,330,6
two,324,6
child,317,6
state,309,6
latino,309,6
still,308,6
lesbian,308,6
student,303,6
need,303,6
best,299,6
photo,295,6
series,295,6
equality,293,6
could,279,6
president,273,6
kid,270,6
moment,270,6
talk,268,6
thing,267,6
see,264,6
never,263,6
last,262,6
couple,262,6
city,257,6
race,256,6
look,254,6
pride,252,6
month,249,6
drag,248,6
think,248,6
word,243,6
matter,242,6
may,241,6
coming,239,6
made,235,6
go,234,6
group,233,6
feel,233,6
also,231,6
support,229,6
call,228,6
boy,224,6
gender,222,6
death,221,6
even,221,6
country,219,6
york,218,6
help,217,6
issue,217,6
open,216,6
going,212,6
every,212,6
mother,212,6
law,209,6
let,208,6
girl,207,6
music,206,6
obama,205,6
young,203,6
officer,203,6
ever,202,6
really,201,6
court,197,6
much,197,6
award,196,6
work,196,6
live,196,6
activist,195,6
mean,193,6
son,192,6
queen,190,6
color,190,6
tell,189,6
teen,188,6
youth,187,6
today,186,6
donald,184,6
share,184,6
change,182,6
part,182,6
case,181,6
another,179,6
friend,179,6
since,175,6
something,172,6
find,171,6
king,171,6
protest,169,6
justice,169,6
voice,169,6
parent,169,6
face,168,6
shooting,168,6
cop,168,6
person,167,6
book,166,6
season,166,6
got,165,6
hope,163,6
mom,163,6
tv,162,6
past,162,6
medium,160,6
actor,159,6
national,159,6
hate,158,6
told,157,6
question,157,6
home,156,6
experience,156,6
bill,156,6
must,155,6
big,153,6
always,153,6
fight,153,6
news,153,6
long,153,6
million,152,6
culture,151,6
real,149,6
give,148,6
place,148,6
sex,148,6
stop,147,6
health,147,6
nation,147,6
letter,147,6
violence,145,6
good,145,6
better,145,6
michael,144,6
powerful,143,6
racism,142,6
hollywood,141,6
meet,140,6
act,140,6
around,140,6
former,140,6
little,139,6
role,139,6
celebrate,139,6
game,138,6
racial,138,6
social,138,6
church,138,6
college,137,6
singer,137,6
important,137,6
movie,137,6
honor,136,6
night,136,6
hiv,136,6
identity,133,6
march,133,6
end,132,6
director,132,6
martin,132,6
care,132,6
high,131,6
play,131,6
actress,131,6
bisexual,131,6
campaign,130,6
power,130,6
civil,130,6
thought,129,6
dad,129,6
watch,129,6
father,128,6
came,127,6
message,127,6
brown,127,6
together,126,6
shot,125,6
event,125,6
artist,125,6
name,125,6
ca,125,6
fan,124,6
house,123,6
set,122,6
racist,122,6
put,122,6
found,121,6
relationship,121,6
future,121,6
killed,120,6
ago,120,6
away,119,6
public,118,6
living,118,6
washington,118,6
chicago,117,6
well,117,6
sexual,117,6
straight,117,6
behind,116,6
called,116,6
believe,116,6
movement,115,6
supreme,115,6
claim,114,6
vote,114,6
next,114,6
immigrant,113,6
member,112,6
victim,112,6
oscar,111,6
beautiful,110,6
hit,110,6
political,110,6
others,109,6
rapper,109,6
reason,109,6
become,109,6
stand,109,6
three,108,6
latest,108,6
great,108,6
guy,108,6
african,107,6
fact,106,6
human,106,6
daughter,106,6
without,106,6
leader,105,6
player,105,6
wedding,105,6
lee,105,6
everyone,104,6
enough,104,6
keep,104,6
song,104,6
diversity,104,6
style,104,6
judge,104,6
texas,103,6
host,103,6
aid,103,6
huffpost,101,6
street,101,6
response,101,6
discus,101,6
party,101,6
sexuality,100,6
decision,100,6
character,100,6
post,100,6
yet,100,6
lot,99,6
bring,99,6
davis,98,6
company,98,6
making,98,6
getting,98,6
north,98,6
fear,98,6
orlando,98,6
murder,97,6
discrimination,97,6
speech,96,6
top,96,6
seen,96,6
jenner,96,6
male,96,6
carolina,95,6
report,95,6
wo,95,6
struggle,95,6
finally,95,6
reality,95,6
art,94,6
took,94,6
wanted,94,6
dream,94,6
john,94,6
christian,94,6
different,94,6
heart,94,6
twitter,93,6
often,93,6
biggest,92,6
policy,92,6
gun,92,6
hard,91,6
business,91,6
already,90,6
project,90,6
body,90,6
someone,90,6
interview,90,6
album,90,6
happy,90,6
happened,89,6
used,89,6
action,89,6
legacy,89,6
ban,88,6
step,88,6
everything,88,6
join,88,6
hair,87,6
win,87,6
united,87,6
official,86,6
freedom,86,6
move,86,6
festival,86,6
ready,86,6
recent,86,6
election,86,6
holiday,86,6
university,85,6
killing,85,6
dead,85,6
team,85,6
second,85,6
taking,85,6
offer,84,6
turn,84,6
conversation,84,6
south,84,6
asked,84,6
TRUE,84,6
nyc,84,6
opportunity,84,6
kind,84,6
challenge,83,6
break,83,6
june,83,6
comment,83,6
personal,82,6
journey,82,6
center,82,6
release,82,6
among,82,6
plan,82,6
use,82,6
looking,81,6
organization,81,6
far,81,6
weekend,81,6
understand,81,6
bad,80,6
republican,80,6
james,80,6
whether,80,6
puerto,80,6
became,80,6
society,80,6
clinton,80,6
favorite,79,6
fired,79,6
study,79,6
voter,79,6
williams,79,6
system,79,6
might,79,6
read,79,6
problem,79,6
nothing,79,6
atlanta,79,6
performance,78,6
documentary,78,6
rupaul,78,6
attack,78,6
female,77,6
surprise,77,6
teacher,77,6
five,77,6
list,77,6
ask,77,6
bar,77,6
celebrity,76,6
george,76,6
sport,76,6
truth,76,6
four,76,6
proud,76,6
episode,76,6
speak,76,6
free,76,6
fashion,76,6
start,76,6
head,75,6
sunday,75,6
athlete,75,6
panther,74,6
full,74,6
wrong,74,6
decade,74,6
line,74,6
brooklyn,73,6
broadway,73,6
order,73,6
flag,72,6
met,72,6
network,72,6
job,72,6
age,72,6
felt,72,6
cast,72,6
married,72,6
across,72,6
light,72,6
model,72,6
knew,71,6
number,71,6
anyone,71,6
icon,71,6
continue,71,6
calling,71,6
youtube,71,6
recently,71,6
rainbow,71,6
later,71,6
working,70,6
pay,70,6
amazing,70,6
jordan,70,6
pop,70,6
daniel,70,6
growing,70,6
crime,70,6
figure,70,6
mexican,70,6
idea,70,6
mind,70,6
space,69,6
religious,69,6
parade,69,6
wellness,69,6
smith,69,6
summer,69,6
fall,69,6
allegedly,69,6
special,69,6
federal,69,6
ally,69,6
stage,68,6
tribute,68,6
went,68,6
lady,68,6
comedy,68,6
caitlyn,68,6
homophobia,68,6
remember,68,6
continues,68,6
service,68,6
heard,68,6
photo,1870,7
travel,1811,7
world,1347,7
hotel,1213,7
new,1199,7
one,1054,7
city,1042,7
best,1020,7
day,834,7
time,818,7
place,802,7
year,757,7
like,754,7
trip,702,7
get,682,7
way,648,7
make,594,7
vacation,587,7
airline,581,7
thing,554,7
traveler,551,7
beach,541,7
around,540,7
take,512,7
destination,498,7
flight,498,7
people,470,7
summer,470,7
love,462,7
go,459,7
america,454,7
u,443,7
visit,438,7
country,437,7
island,436,7
park,432,7
many,417,7
video,411,7
great,407,7
top,389,7
airport,389,7
know,385,7
see,385,7
town,375,7
home,372,7
even,366,7
first,361,7
road,345,7
life,342,7
traveling,341,7
american,341,7
family,339,7
want,338,7
experience,333,7
come,329,7
food,325,7
may,323,7
two,318,7
find,306,7
little,295,7
tourist,294,7
every,294,7
local,289,7
look,288,7
list,285,7
london,284,7
could,282,7
tip,282,7
back,281,7
favorite,280,7
would,277,7
still,268,7
beautiful,266,7
much,266,7
week,265,7
next,265,7
need,264,7
good,263,7
york,262,7
reason,262,7
national,258,7
resort,258,7
think,257,7
adventure,253,7
right,251,7
say,251,7
holiday,249,7
never,248,7
offer,246,7
last,245,7
europe,241,7
spring,240,7
guide,239,7
cruise,237,7
tour,235,7
also,233,7
spot,231,7
paris,231,7
part,225,7
always,221,7
really,219,7
air,218,7
passenger,217,7
away,217,7
restaurant,217,7
stay,216,7
mountain,216,7
ever,214,7
plane,214,7
season,211,7
big,209,7
kid,206,7
view,202,7
south,202,7
room,200,7
winter,199,7
five,198,7
long,196,7
perfect,196,7
across,195,7
art,195,7
whether,195,7
going,194,7
street,194,7
show,193,7
state,193,7
getaway,192,7
weekend,190,7
better,190,7
fall,188,7
disney,187,7
might,187,7
bar,187,7
looking,186,7
something,186,7
water,185,7
night,185,7
well,184,7
fun,183,7
tsa,174,7
got,172,7
lot,172,7
mile,172,7
month,171,7
history,171,7
festival,170,7
made,167,7
work,167,7
plan,164,7
coast,164,7
ca,163,7
help,161,7
hour,161,7
getting,159,7
north,158,7
often,158,7
culture,158,7
san,156,7
without,156,7
three,155,7
ski,155,7
check,154,7
museum,152,7
italy,151,7
mean,151,7
deal,150,7
friend,150,7
attraction,150,7
feel,149,7
book,147,7
flying,147,7
let,147,7
open,146,7
according,146,7
line,146,7
caribbean,145,7
ride,145,7
along,144,7
moment,144,7
visiting,143,7
far,142,7
found,142,7
end,142,7
mexico,141,7
keep,141,7
sea,141,7
different,140,7
old,140,7
land,139,7
international,138,7
past,138,7
la,138,7
live,138,7
free,137,7
easy,136,7
famous,135,7
everyone,135,7
set,135,7
another,134,7
break,131,7
high,130,7
le,129,7
start,129,7
dream,129,7
everything,129,7
luxury,129,7
site,128,7
enough,128,7
give,127,7
florida,127,7
wine,127,7
amazing,127,7
tourism,126,7
real,126,7
secret,125,7
unique,125,7
united,124,7
put,124,7
known,124,7
lake,124,7
head,124,7
music,124,7
small,123,7
earth,122,7
today,122,7
explore,122,7
said,121,7
light,121,7
sure,121,7
area,121,7
seat,120,7
river,120,7
enjoy,120,7
eat,120,7
worth,119,7
zen,119,7
ship,118,7
italian,117,7
point,117,7
business,117,7
car,116,7
visitor,114,7
stunning,114,7
woman,114,7
call,114,7
taking,114,7
escape,114,7
probably,113,7
least,113,7
california,113,7
since,113,7
fee,112,7
turn,112,7
spend,112,7
budget,111,7
though,109,7
four,109,7
hot,109,7
de,109,7
journey,109,7
africa,109,7
bag,108,7
name,108,7
abroad,108,7
yet,106,7
change,106,7
actually,105,7
story,105,7
hawaii,105,7
european,104,7
space,104,7
tree,104,7
planning,104,7
near,103,7
million,103,7
capital,103,7
idea,102,7
kind,101,7
sometimes,101,7
party,101,7
beauty,101,7
historic,101,7
house,101,7
six,101,7
rome,100,7
nothing,100,7
question,100,7
stop,100,7
company,99,7
living,99,7
market,99,7
train,99,7
romantic,98,7
foot,98,7
service,98,7
mind,98,7
thought,98,7
game,98,7
airplane,97,7
sun,97,7
popular,96,7
seen,96,7
making,95,7
wonder,95,7
try,95,7
christmas,95,7
scene,95,7
course,95,7
vega,95,7
west,94,7
fact,94,7
man,94,7
hit,94,7
child,94,7
money,93,7
france,93,7
fly,92,7
wild,92,7
natural,92,7
drink,92,7
ireland,92,7
bit,92,7
eye,92,7
hard,92,7
pool,91,7
drive,91,7
cool,91,7
orleans,91,7
took,91,7
run,91,7
walk,90,7
attendant,90,7
japan,90,7
inside,90,7
village,90,7
building,90,7
price,90,7
almost,90,7
beyond,89,7
spa,89,7
become,89,7
save,89,7
east,89,7
sand,89,7
event,89,7
dining,88,7
guest,88,7
share,87,7
full,87,7
animal,87,7
called,87,7
leave,87,7
activity,87,7
side,86,7
coming,86,7
security,86,7
ready,86,7
ticket,86,7
special,86,7
avoid,85,7
blue,85,7
ago,85,7
french,85,7
matter,85,7
spirit,85,7
hidden,85,7
washington,84,7
left,84,7
sight,84,7
plenty,84,7
route,83,7
must,83,7
recent,83,7
industry,83,7
ask,83,7
seven,83,7
region,83,7
seems,83,7
nature,82,7
cost,82,7
century,82,7
celebrate,82,7
TRUE,82,7
beer,82,7
landscape,82,7
front,81,7
china,81,7
finding,80,7
england,80,7
northern,80,7
watch,79,7
happy,79,7
white,79,7
behind,79,7
exploring,79,7
picture,79,7
rule,78,7
truly,78,7
cheap,78,7
early,78,7
fan,78,7
incredible,78,7
quite,78,7
couple,78,7
tell,78,7
bridge,78,7
francisco,77,7
center,77,7
recently,77,7
class,77,7
pretty,77,7
india,77,7
magical,76,7
spain,76,7
maybe,76,7
heart,76,7
minute,76,7
news,76,7
weather,75,7
wo,75,7
miss,75,7
believe,75,7
use,75,7
grand,75,7
hand,75,7
lost,75,7
taste,75,7
pack,74,7
second,74,7
location,74,7
awesome,74,7
style,74,7
shop,74,7
president,74,7
together,74,7
gorgeous,73,7
outside,73,7
film,73,7
bad,73,7
b,73,7
star,72,7
trail,72,7
among,72,7
snow,72,7
instead,71,7
canada,71,7
ancient,71,7
los,70,7
letter,70,7
surprise,70,7
told,70,7
public,70,7
face,70,7
meet,70,7
australia,70,7
expert,69,7
especially,69,7
sound,69,7
sky,69,7
job,69,7
used,69,7
heard,69,7
others,69,7
report,69,7
close,69,7
thanks,69,7
inn,69,7
dog,68,7
bring,68,7
valley,68,7
rock,68,7
morning,68,7
learn,68,7
green,68,7
opportunity,67,7
chance,67,7
carnival,67,7
crowd,67,7
paradise,67,7
upon,67,7
future,67,7
bucket,67,7
chef,67,7
jet,66,7
group,66,7
desert,66,7
window,66,7
shopping,66,7
important,66,7
word,66,7
club,66,7
movie,65,7
step,65,7
rich,65,7
major,65,7
red,65,7
ocean,65,7
abandoned,65,7
anyone,64,7
wanted,64,7
recipe,1919,8
food,1534,8
make,1203,8
best,914,8
photo,899,8
day,792,8
one,710,8
like,652,8
way,649,8
new,607,8
time,552,8
get,514,8
wine,502,8
eat,456,8
love,445,8
thing,430,8
know,410,8
year,409,8
good,408,8
need,406,8
chocolate,398,8
cocktail,397,8
cake,388,8
taste,387,8
summer,381,8
cooking,379,8
u,370,8
favorite,367,8
cheese,361,8
delicious,349,8
easy,348,8
restaurant,342,8
dish,339,8
video,337,8
dinner,334,8
drink,328,8
chicken,328,8
sweet,326,8
dessert,317,8
want,316,8
chef,315,8
better,305,8
even,304,8
beer,304,8
kitchen,303,8
cream,295,8
think,284,8
world,283,8
holiday,282,8
meal,280,8
cook,277,8
never,274,8
flavor,273,8
ever,272,8
perfect,270,8
made,269,8
great,267,8
salad,266,8
ice,246,8
burger,242,8
breakfast,237,8
many,234,8
take,234,8
people,233,8
hot,232,8
come,231,8
go,229,8
every,226,8
making,223,8
eating,222,8
much,219,8
top,219,8
coffee,215,8
really,214,8
egg,214,8
america,214,8
pizza,208,8
look,207,8
season,207,8
home,204,8
sauce,203,8
would,203,8
healthy,201,8
party,201,8
butter,200,8
little,200,8
bacon,200,8
thanksgiving,199,8
sandwich,199,8
soup,198,8
pie,195,8
cooky,188,8
could,186,8
something,185,8
right,184,8
potato,184,8
vegetable,184,8
fruit,181,8
week,181,8
life,180,8
say,179,8
try,175,8
bar,173,8
simple,173,8
fresh,170,8
tip,168,8
use,166,8
around,165,8
bread,164,8
ingredient,163,8
may,163,8
first,163,8
american,162,8
meat,162,8
without,161,8
family,160,8
treat,159,8
find,158,8
might,157,8
let,155,8
homemade,155,8
two,154,8
lot,153,8
got,153,8
back,149,8
cookie,149,8
put,146,8
always,145,8
menu,145,8
green,145,8
classic,144,8
long,143,8
pumpkin,143,8
bowl,141,8
huffpost,141,8
spring,139,8
pasta,137,8
everything,135,8
lunch,134,8
mean,134,8
snack,133,8
fall,133,8
still,133,8
start,132,8
chip,131,8
next,130,8
candy,128,8
kid,128,8
well,128,8
apple,127,8
country,126,8
ca,124,8
help,123,8
keep,123,8
everyone,119,8
last,118,8
going,118,8
grilled,117,8
big,116,8
whole,116,8
test,114,8
reason,113,8
kind,113,8
idea,113,8
order,112,8
guide,112,8
real,111,8
winter,110,8
also,110,8
gift,110,8
super,109,8
baking,109,8
fun,109,8
give,108,8
french,107,8
turkey,107,8
actually,107,8
bottle,107,8
see,107,8
feel,107,8
place,104,8
italian,102,8
sure,102,8
spice,102,8
probably,101,8
friend,101,8
secret,101,8
tomato,100,8
show,99,8
part,98,8
warm,98,8
turn,97,8
fish,96,8
cup,96,8
taco,96,8
night,95,8
white,95,8
city,95,8
cuff,94,8
barbecue,94,8
game,93,8
glass,93,8
list,93,8
work,93,8
baked,93,8
peanut,93,8
grill,91,8
red,91,8
wo,91,8
culinary,91,8
celebrate,90,8
different,89,8
store,89,8
halloween,89,8
old,89,8
dog,89,8
cookbook,88,8
found,87,8
side,87,8
valentine,87,8
le,86,8
three,86,8
sugar,86,8
another,86,8
fried,85,8
table,85,8
whether,85,8
york,85,8
christmas,85,8
corn,85,8
enjoy,83,8
cupcake,83,8
end,83,8
bad,83,8
market,83,8
hard,83,8
bean,83,8
vegetarian,83,8
drinking,82,8
enough,82,8
add,82,8
milk,82,8
anything,82,8
together,81,8
worst,81,8
fast,81,8
quick,81,8
worth,81,8
tastemakers,81,8
buy,80,8
often,80,8
nothing,80,8
bit,80,8
onion,80,8
toast,80,8
weekend,79,8
happy,79,8
watch,79,8
vegan,78,8
mcdonald,77,8
starbucks,77,8
fry,76,8
sometimes,76,8
getting,76,8
course,76,8
amazing,76,8
school,75,8
dip,75,8
cold,75,8
guy,75,8
pretty,75,8
minute,74,8
thought,74,8
spirit,74,8
pancake,74,8
wrong,73,8
looking,72,8
share,71,8
almost,71,8
ready,71,8
away,71,8
stop,71,8
roll,71,8
chain,71,8
beautiful,71,8
five,71,8
yet,70,8
strawberry,70,8
donut,70,8
bbq,70,8
month,70,8
wing,70,8
call,69,8
banana,69,8
house,69,8
today,69,8
tell,69,8
full,68,8
whiskey,68,8
since,67,8
become,67,8
special,67,8
beef,66,8
morning,66,8
quite,66,8
hand,66,8
leftover,65,8
cuisine,65,8
trick,65,8
item,65,8
creamy,65,8
fact,65,8
easter,65,8
tea,64,8
diet,64,8
light,64,8
lover,64,8
pork,63,8
bring,63,8
frozen,63,8
kale,63,8
lemon,63,8
savory,63,8
steak,63,8
result,63,8
change,62,8
trend,62,8
read,62,8
brunch,62,8
yes,62,8
pepper,62,8
ultimate,62,8
olive,62,8
grocery,61,8
water,61,8
coconut,61,8
roasted,61,8
beyond,60,8
national,60,8
heart,60,8
grilling,60,8
art,60,8
money,59,8
mix,59,8
brown,59,8
oil,59,8
stuff,58,8
product,58,8
comfort,58,8
farmer,58,8
cool,58,8
garlic,58,8
name,58,8
sunday,58,8
mind,57,8
using,57,8
serve,57,8
forget,57,8
cut,57,8
craft,57,8
tasty,56,8
used,56,8
box,56,8
avocado,56,8
mint,56,8
across,55,8
brownie,55,8
popular,55,8
juice,55,8
salt,55,8
plus,54,8
company,54,8
soda,54,8
local,54,8
coming,54,8
pastry,54,8
word,54,8
seems,54,8
veggie,54,8
black,53,8
important,53,8
high,53,8
set,53,8
outside,53,8
bite,53,8
behind,53,8
de,53,8
save,52,8
tradition,52,8
maybe,52,8
rice,52,8
shop,52,8
brand,52,8
difference,52,8
version,52,8
mom,52,8
squash,52,8
break,51,8
guest,51,8
easier,51,8
fan,51,8
roast,51,8
talk,51,8
muffin,51,8
seen,51,8
lobster,51,8
past,51,8
spicy,51,8
type,50,8
mac,50,8
step,50,8
star,50,8
style,50,8
mistake,50,8
chinese,50,8
mexican,50,8
free,50,8
served,50,8
traditional,50,8
cherry,50,8
rich,50,8
history,49,8
story,49,8
crisp,49,8
small,48,8
check,48,8
tart,48,8
plate,48,8
live,48,8
king,48,8
seem,48,8
feast,47,8
already,47,8
shrimp,47,8
dream,47,8
finally,47,8
seafood,47,8
dining,47,8
second,47,8
expert,46,8
option,46,8
state,46,8
rule,46,8
oven,46,8
anyone,46,8
perfectly,46,8
sushi,46,8
chili,46,8
expensive,46,8
experience,46,8
instead,45,8
according,45,8
man,45,8
least,45,8
someone,45,8
cinnamon,45,8
foodie,45,8
yogurt,45,8
child,45,8
orange,44,8
knew,44,8
girl,44,8
inspired,44,8
pudding,44,8
fire,44,8
heat,44,8
july,44,8
fat,44,8
root,44,8
greatest,44,8
far,43,8
common,43,8
cereal,43,8
pot,43,8
meatball,43,8
matter,43,8
caramel,43,8
please,43,8
mayo,43,8
believe,43,8
farm,43,8
nacho,43,8
ginger,43,8
tool,42,8
hour,42,8
stock,42,8
produce,42,8
leave,42,8
dressing,42,8
eats,42,8
ramen,42,8
single,42,8
fancy,42,8
done,42,8
throw,42,8
exactly,41,8
pan,41,8
herb,41,8
sound,41,8
follow,41,8
say,790,9
people,772,9
attack,760,9
trump,730,9
president,674,9
year,664,9
said,657,9
new,632,9
country,628,9
world,614,9
state,557,9
one,531,9
north,512,9
korea,499,9
leader,466,9
killed,452,9
war,441,9
china,418,9
government,414,9
woman,389,9
syria,375,9
day,374,9
refugee,369,9
first,357,9
least,352,9
police,351,9
minister,351,9
russia,344,9
iran,343,9
two,341,9
right,318,9
election,318,9
syrian,315,9
may,315,9
military,311,9
official,309,9
south,307,9
isi,304,9
russian,301,9
force,297,9
city,285,9
time,283,9
could,277,9
turkey,275,9
group,272,9
week,271,9
child,271,9
israel,269,9
dead,259,9
death,254,9
last,248,9
prime,248,9
un,242,9
kill,242,9
would,242,9
nuclear,239,9
report,239,9
saudi,239,9
crisis,238,9
since,237,9
protest,230,9
international,224,9
many,222,9
american,220,9
deal,216,9
united,215,9
nation,214,9
month,212,9
fire,205,9
political,205,9
islamic,205,9
thousand,204,9
security,204,9
power,203,9
million,202,9
life,201,9
take,198,9
france,198,9
party,197,9
israeli,195,9
also,194,9
show,193,9
muslim,192,9
europe,191,9
violence,189,9
paris,188,9
u,184,9
vote,183,9
change,183,9
iraq,181,9
call,180,9
come,178,9
like,176,9
former,175,9
