word,frequency,topic_id
guide,73,13
add,72,13
piece,72,13
looking,72,13
netflix,71,13
free,71,13
feel,71,13
worth,71,13
estate,71,13
halloween,70,13
well,70,13
never,70,13
two,69,13
valentine,69,13
friend,67,13
paper,67,13
magazine,67,13
full,66,13
fix,66,13
fall,65,13
also,64,13
getting,64,13
product,64,13
guest,64,13
buy,64,13
list,64,13
head,64,13
roundup,64,13
change,63,13
share,63,13
follow,62,13
mean,62,13
dream,61,13
lot,61,13
whether,61,13
gorgeous,61,13
making,61,13
part,61,13
creative,61,13
across,61,13
put,60,13
buying,60,13
click,60,13
sprout,60,13
price,59,13
trick,59,13
money,59,13
world,59,13
stylish,59,13
tree,58,13
unique,58,13
actually,58,13
trend,58,13
weekly,58,13
found,57,13
book,57,13
million,57,13
kid,57,13
office,56,13
going,56,13
start,56,13
everything,56,13
bed,55,13
got,55,13
still,55,13
white,55,13
remove,55,13
decoration,54,13
according,54,13
modern,54,13
away,54,13
next,54,13
water,54,13
movie,53,13
try,53,13
makeover,53,13
spend,52,13
ready,52,13
thought,52,13
long,52,13
collection,52,13
popular,51,13
bring,51,13
everyone,51,13
repurposing,51,13
california,50,13
backyard,50,13
save,50,13
move,50,13
though,50,13
stunning,49,13
floor,49,13
architect,49,13
entertaining,49,13
feature,49,13
closet,48,13
card,48,13
fabric,48,13
ca,48,13
moving,48,13
reason,48,13
build,48,13
enjoy,47,13
candle,46,13
artist,46,13
often,46,13
seen,46,13
secret,46,13
dining,46,13
mother,45,13
wo,45,13
bar,45,13
almost,45,13
america,45,13
craigslist,45,13
storage,44,13
matter,44,13
organized,44,13
question,44,13
shopping,43,13
account,43,13
beach,43,13
glass,43,13
throw,43,13
important,43,13
today,43,13
coffee,43,13
three,43,13
weather,43,13
expert,42,13
mind,42,13
another,42,13
chair,42,13
minute,42,13
visit,42,13
green,42,13
bright,42,13
appraises,42,13
homemade,42,13
black,41,13
star,41,13
fresh,41,13
wood,41,13
different,41,13
since,41,13
winter,41,13
tell,41,13
pinner,41,13
men,40,13
yet,40,13
probably,40,13
definitely,40,13
inspired,40,13
chic,40,13
anything,40,13
mansion,40,13
easter,40,13
door,39,13
enough,39,13
case,39,13
learn,39,13
blogger,39,13
colorful,38,13
dog,38,13
especially,38,13
shop,38,13
rule,38,13
organizing,38,13
bag,38,13
sometimes,38,13
box,38,13
five,37,13
woman,37,13
weird,37,13
night,37,13
decorate,37,13
designed,37,13
fabulous,37,13
awesome,37,13
stylelist,37,13
pet,36,13
end,36,13
online,36,13
stuff,36,13
nothing,36,13
totally,36,13
july,35,13
stain,35,13
issue,35,13
household,35,13
window,35,13
cost,35,13
building,35,13
american,35,13
used,35,13
decorator,35,13
company,35,13
adorable,35,13
contemporary,35,13
together,34,13
patio,34,13
consider,34,13
etsy,34,13
bit,34,13
bad,34,13
listing,34,13
lighting,34,13
thanksgiving,34,13
studio,34,13
essential,33,13
warm,33,13
budget,33,13
ikea,33,13
finally,33,13
view,33,13
car,33,13
couple,33,13
common,33,13
TRUE,33,13
care,32,13
clothes,32,13
expensive,32,13
luxury,32,13
material,32,13
chance,32,13
cut,32,13
stay,32,13
side,32,13
pillow,32,13
fan,31,13
leave,31,13
past,31,13
hgtv,31,13
spot,31,13
high,31,13
open,31,13
plastic,31,13
host,31,13
completely,31,13
unusual,31,13
tutorial,31,13
property,31,13
neighbor,31,13
clever,30,13
thinking,30,13
problem,30,13
appliance,30,13
become,30,13
tv,30,13
school,30,13
air,30,13
painting,30,13
step,30,13
offer,30,13
town,30,13
fit,30,13
fashion,30,13
ad,30,13
bath,29,13
deal,29,13
fire,29,13
happy,29,13
mistake,29,13
whole,29,13
taking,29,13
hour,29,13
surprising,29,13
reveals,29,13
already,29,13
jar,29,13
wallpaper,29,13
selling,29,13
said,29,13
line,29,13
bottle,29,13
homeowner,29,13
hint,29,13
pick,29,13
peek,29,13
container,29,13
custommade,29,13
hair,28,13
clutter,28,13
laundry,28,13
jonathan,28,13
wish,28,13
bought,28,13
incredible,28,13
renovation,28,13
nate,28,13
berkus,28,13
festive,28,13
sign,28,13
creating,28,13
kind,28,13
plan,28,13
dish,28,13
tape,28,13
easily,28,13
call,27,13
hit,27,13
behind,27,13
egg,27,13
built,27,13
yes,27,13
architectural,27,13
unexpected,27,13
update,27,13
pool,27,13
recently,27,13
eclectic,27,13
rid,27,13
shoe,27,13
tool,27,13
food,27,13
adler,27,13
featured,27,13
celebrity,27,13
key,27,13
supply,26,13
talk,26,13
toilet,26,13
course,26,13
four,26,13
wine,26,13
experience,26,13
easier,26,13
anyone,26,13
eye,26,13
page,26,13
front,26,13
display,26,13
ask,26,13
touch,26,13
los,26,13
present,26,13
man,26,13
island,26,13
bowl,26,13
stewart,26,13
baby,26,13
cabinet,26,13
pumpkin,26,13
accessory,26,13
cleaner,25,13
new,612,14
apple,416,14
facebook,339,14
video,322,14
may,309,14
one,296,14
say,286,14
year,270,14
could,268,14
google,262,14
space,260,14
scientist,254,14
time,249,14
study,228,14
world,227,14
week,223,14
people,219,14
science,218,14
nasa,199,14
get,195,14
company,193,14
show,187,14
life,184,14
twitter,181,14
first,180,14
iphone,176,14
make,174,14
like,174,14
photo,172,14
way,166,14
help,153,14
earth,151,14
social,145,14
look,145,14
planet,145,14
tech,142,14
u,138,14
human,137,14
data,134,14
want,133,14
said,131,14
day,131,14
million,130,14
take,129,14
thing,128,14
know,126,14
internet,126,14
mar,125,14
woman,118,14
big,117,14
technology,116,14
see,112,14
researcher,111,14
would,110,14
research,110,14
phone,108,14
even,107,14
moon,106,14
online,105,14
find,105,14
need,103,14
back,102,14
change,101,14
many,99,14
watch,98,14
might,98,14
user,97,14
go,96,14
two,94,14
last,93,14
brain,92,14
much,92,14
still,91,14
use,91,14
medium,90,14
right,88,14
app,88,14
work,88,14
future,88,14
news,87,14
also,87,14
found,85,14
star,84,14
service,83,14
think,83,14
around,82,14
amazon,80,14
launch,79,14
suggests,79,14
image,78,14
made,78,14
best,78,14
game,77,14
good,76,14
device,75,14
american,75,14
billion,75,14
rumor,75,14
system,73,14
solar,73,14
another,73,14
come,73,14
plan,72,14
better,72,14
black,71,14
car,69,14
ever,69,14
site,68,14
mission,66,14
top,66,14
giant,65,14
computer,65,14
really,64,14
report,63,14
privacy,63,14
well,63,14
used,62,14
microsoft,62,14
next,62,14
going,61,14
give,61,14
deal,61,14
question,60,14
network,60,14
case,60,14
astronaut,59,14
face,59,14
problem,59,14
rocket,58,14
government,58,14
little,58,14
today,58,14
actually,57,14
let,57,14
digital,57,14
story,57,14
ceo,56,14
long,56,14
month,56,14
never,56,14
part,55,14
galaxy,55,14
climate,55,14
kid,55,14
city,55,14
man,54,14
ancient,54,14
lot,54,14
published,53,14
getting,53,14
light,53,14
mobile,53,14
samsung,53,14
search,52,14
turn,52,14
water,52,14
share,51,14
home,51,14
using,51,14
york,51,14
friday,51,14
animal,51,14
idea,51,14
ipad,51,14
end,51,14
robot,51,14
thought,50,14
instagram,49,14
number,49,14
hacker,49,14
set,49,14
every,49,14
feature,48,14
secret,48,14
major,48,14
yet,48,14
without,48,14
live,48,14
mark,47,14
record,47,14
security,47,14
business,47,14
possible,47,14
great,47,14
move,47,14
universe,47,14
save,47,14
friend,47,14
ago,47,14
rover,46,14
second,46,14
uber,46,14
update,46,14
global,46,14
according,46,14
seen,46,14
state,46,14
astronomer,46,14
telescope,45,14
spacecraft,45,14
mean,45,14
web,45,14
project,45,14
product,45,14
history,44,14
scientific,44,14
ca,44,14
discovered,44,14
result,43,14
expert,43,14
called,43,14
le,43,14
got,43,14
consumer,43,14
wo,43,14
follow,43,14
information,42,14
five,42,14
making,42,14
old,42,14
love,42,14
fact,42,14
job,42,14
latest,42,14
call,41,14
post,41,14
war,41,14
high,41,14
working,41,14
youtube,41,14
valley,41,14
public,41,14
event,41,14
cell,41,14
sky,40,14
believe,40,14
attack,40,14
talk,40,14
dinosaur,40,14
team,40,14
something,40,14
coming,40,14
read,40,14
keep,40,14
sun,40,14
china,39,14
asteroid,39,14
ad,39,14
power,39,14
evolution,39,14
able,39,14
place,39,14
everyone,39,14
health,39,14
fbi,39,14
small,39,14
program,38,14
probably,38,14
content,38,14
pay,38,14
software,38,14
soon,38,14
station,38,14
percent,38,14
food,38,14
hit,38,14
step,38,14
california,38,14
tv,38,14
alien,38,14
past,38,14
bad,38,14
red,38,14
three,38,14
start,37,14
group,37,14
free,37,14
stop,37,14
view,37,14
key,37,14
real,37,14
map,37,14
night,36,14
already,36,14
issue,36,14
looking,36,14
evidence,36,14
amazing,36,14
silicon,36,14
age,36,14
name,35,14
create,35,14
america,35,14
put,35,14
tweet,35,14
least,35,14
recent,35,14
reality,35,14
away,35,14
fight,35,14
offer,35,14
agency,34,14
surface,34,14
money,34,14
apps,34,14
zuckerberg,34,14
control,34,14
account,34,14
reason,34,14
rule,34,14
dark,34,14
cyber,34,14
men,34,14
san,34,14
mind,34,14
popular,33,14
across,33,14
policy,33,14
object,33,14
dna,33,14
tell,33,14
since,33,14
known,33,14
ocean,33,14
memory,33,14
behind,33,14
particle,33,14
white,32,14
finding,32,14
parent,32,14
check,32,14
child,32,14
risk,32,14
hour,32,14
hole,32,14
industry,32,14
national,32,14
smartphone,32,14
netflix,32,14
website,31,14
far,31,14
orbit,31,14
international,31,14
fossil,31,14
mystery,31,14
book,31,14
stem,31,14
curiosity,31,14
university,31,14
matter,31,14
law,31,14
likely,30,14
access,30,14
whether,30,14
screen,30,14
startup,30,14
heart,30,14
customer,30,14
drone,30,14
pretty,30,14
different,30,14
effort,30,14
point,30,14
yahoo,30,14
patent,30,14
play,29,14
rock,29,14
specie,29,14
enough,29,14
cloud,29,14
given,29,14
including,29,14
jupiter,29,14
hack,29,14
open,29,14
death,29,14
court,29,14
discovery,29,14
among,29,14
inside,29,14
huge,29,14
satellite,29,14
action,29,14
eclipse,29,14
female,29,14
test,29,14
answer,29,14
important,29,14
sound,29,14
bill,29,14
date,28,14
sea,28,14
hold,28,14
announced,28,14
hope,28,14
prize,28,14
lawsuit,28,14
hard,28,14
everything,28,14
sleep,28,14
size,28,14
eye,28,14
kind,28,14
baby,28,14
experience,28,14
whale,28,14
form,28,14
unconfirmed,28,14
employee,27,14
though,27,14
center,27,14
build,27,14
driver,27,14
android,27,14
almost,27,14
camera,27,14
finally,27,14
simple,27,14
official,27,14
body,27,14
buy,27,14
welcome,27,14
young,27,14
smartphones,27,14
often,26,14
russian,26,14
bird,26,14
try,26,14
others,26,14
person,26,14
early,26,14
biggest,26,14
probe,26,14
trump,26,14
community,26,14
cut,26,14
monday,26,14
ready,26,14
tim,26,14
building,26,14
head,26,14
understand,26,14
virtual,26,14
always,25,14
musk,25,14
large,25,14
left,25,14
four,25,14
note,25,14
teen,25,14
family,25,14
air,25,14
learn,25,14
travel,25,14
become,25,14
neil,25,14
full,25,14
spacex,25,14
meet,25,14
surprising,25,14
protect,25,14
movie,25,14
glass,25,14
told,25,14
sure,25,14
march,25,14
tool,25,14
stock,25,14
guy,25,14
return,25,14
reuters,25,14
nothing,25,14
mini,25,14
platform,24,14
rare,24,14
drug,24,14
flight,24,14
close,24,14
school,24,14
word,24,14
relationship,24,14
taken,24,14
release,24,14
personal,24,14
cat,24,14
former,24,14
sense,24,14
market,24,14
saturn,24,14
model,24,14
journal,24,14
largest,24,14
break,24,14
cook,24,14
link,24,14
massive,24,14
country,24,14
pluto,24,14
house,24,14
together,24,14
wedding,3528,15
marriage,790,15
photo,731,15
couple,723,15
day,623,15
bride,584,15
one,478,15
video,444,15
married,444,15
love,433,15
dress,392,15
get,358,15
year,311,15
proposal,310,15
make,298,15
keep,294,15
way,287,15
check,278,15
thing,262,15
planning,262,15
time,261,15
like,256,15
big,254,15
huffpost,252,15
know,242,15
new,233,15
want,227,15
facebook,225,15
ring,222,15
engagement,220,15
touch,218,15
guest,214,15
say,205,15
twitter,204,15
bridal,203,15
first,202,15
life,189,15
pinterest,187,15
got,182,15
best,181,15
groom,180,15
idea,175,15
friend,174,15
people,172,15
take,172,15
woman,171,15
look,166,15
many,159,15
u,156,15
tip,154,15
husband,152,15
even,152,15
relationship,152,15
getting,151,15
engaged,149,15
would,147,15
may,146,15
celebrity,144,15
think,144,15
need,140,15
go,139,15
last,137,15
gown,136,15
real,136,15
come,135,15
every,135,15
cake,133,15
wife,132,15
question,132,15
see,130,15
trend,128,15
knot,127,15
two,126,15
man,123,15
find,123,15
weekend,123,15
right,119,15
never,116,15
ceremony,115,15
said,115,15
really,114,15
show,111,15
much,110,15
reason,110,15
slideshow,110,15
party,109,15
going,108,15
help,107,15
moment,106,15
good,106,15
plan,106,15
little,105,15
together,104,15
click,104,15
family,103,15
top,101,15
told,99,15
story,98,15
bridesmaid,97,15
style,97,15
could,96,15
sex,96,15
share,95,15
date,95,15
star,92,15
night,91,15
honeymoon,91,15
week,88,15
perfect,88,15
something,86,15
reader,86,15
work,85,15
marry,84,15
let,83,15
talk,83,15
tell,83,15
spouse,83,15
ever,82,15
season,82,15
feel,82,15
still,80,15
also,79,15
mean,78,15
world,78,15
happy,78,15
part,77,15
yes,77,15
give,76,15
advice,76,15
month,76,15
planner,75,15
lot,75,15
long,75,15
back,74,15
men,74,15
dream,73,15
might,73,15
cost,72,15
important,72,15
everyone,71,15
secret,71,15
girl,70,15
gift,70,15
favorite,70,15
always,70,15
better,69,15
great,68,15
photographer,68,15
nuptials,68,15
beautiful,67,15
made,65,15
someone,65,15
ca,65,15
white,63,15
well,63,15
watch,63,15
flower,63,15
inspiration,62,15
money,62,15
detail,62,15
girlfriend,62,15
reception,62,15
making,61,15
wear,61,15
name,61,15
romantic,60,15
pop,60,15
gay,60,15
place,59,15
surprise,59,15
event,59,15
dance,59,15
holiday,59,15
home,59,15
asked,59,15
put,59,15
list,59,15
found,59,15
vow,58,15
set,58,15
newlywed,58,15
stress,58,15
read,58,15
whether,57,15
anniversary,57,15
study,57,15
le,57,15
fun,56,15
designer,56,15
thought,56,15
tied,56,15
york,56,15
often,56,15
fall,56,15
person,55,15
around,55,15
ask,55,15
budget,55,15
valentine,55,15
kid,54,15
easy,54,15
three,54,15
according,54,15
live,54,15
online,54,15
met,54,15
sure,53,15
believe,53,15
via,53,15
away,53,15
invitation,53,15
without,53,15
special,53,15
start,53,15
everything,52,15
game,52,15
aisle,52,15
summer,52,15
sometimes,51,15
news,51,15
looking,50,15
recently,50,15
reveals,50,15
rule,50,15
mother,50,15
partner,49,15
end,49,15
honor,48,15
guide,48,15
five,48,15
photography,48,15
spring,47,15
tradition,47,15
actually,47,15
movie,47,15
remember,47,15
another,47,15
different,47,15
wanted,47,15
song,47,15
tv,46,15
turn,46,15
venue,46,15
try,46,15
next,45,15
survey,45,15
kiss,45,15
seems,45,15
sign,44,15
TRUE,44,15
etiquette,44,15
city,44,15
pretty,44,15
avoid,44,15
today,43,15
word,43,15
old,43,15
expert,43,15
dating,43,15
gorgeous,43,15
destination,43,15
learned,42,15
experience,42,15
heart,42,15
nothing,42,15
bad,42,15
though,41,15
change,41,15
sweet,41,15
deal,41,15
open,41,15
choose,41,15
seen,40,15
unique,40,15
tie,40,15
future,40,15
social,40,15
red,40,15
guy,39,15
diamond,39,15
dog,39,15
knew,39,15
matter,39,15
shower,38,15
picture,38,15
celebration,38,15
enough,38,15
consider,38,15
yet,38,15
propose,38,15
save,38,15
post,38,15
went,37,15
fan,37,15
took,37,15
magazine,37,15
wrong,37,15
mom,37,15
parent,37,15
face,37,15
amazing,37,15
stop,37,15
maybe,37,15
marrying,37,15
creative,37,15
especially,37,15
food,37,15
since,37,15
must,36,15
fashion,36,15
kind,36,15
wo,36,15
fact,36,15
medium,36,15
thinking,36,15
shopping,36,15
loved,35,15
note,35,15
rest,35,15
dad,35,15
spend,35,15
revealed,35,15
bachelorette,35,15
feeling,35,15
boyfriend,35,15
music,35,15
registry,35,15
diy,35,15
flash,35,15
almost,34,15
create,34,15
forget,34,15
father,34,15
walk,34,15
color,34,15
child,34,15
single,34,15
become,34,15
probably,34,15
book,34,15
later,33,15
collection,33,15
call,33,15
choosing,33,15
six,33,15
spent,33,15
include,33,15
common,33,15
report,33,15
invite,33,15
morning,33,15
daughter,33,15
bouquet,33,15
percent,33,15
stay,33,15
speech,33,15
romance,32,15
already,32,15
learn,32,15
full,32,15
problem,32,15
celebrate,32,15
state,32,15
came,32,15
else,32,15
band,32,15
finding,32,15
mob,32,15
high,31,15
case,31,15
cut,31,15
quite,31,15
hard,31,15
proposed,31,15
personal,31,15
others,31,15
singer,31,15
hair,31,15
instead,31,15
expect,30,15
pick,30,15
ago,30,15
traditional,30,15
awkward,30,15
funny,30,15
baby,30,15
hand,30,15
anything,30,15
whole,29,15
lost,29,15
popular,29,15
least,29,15
reality,29,15
kate,29,15
shoe,29,15
point,29,15
research,29,15
country,29,15
done,29,15
behind,29,15
option,29,15
eye,29,15
crazy,29,15
green,29,15
tying,29,15
exactly,29,15
beauty,29,15
film,29,15
credit,28,15
use,28,15
decided,28,15
chance,28,15
heard,28,15
sunday,28,15
modern,28,15
bit,28,15
feature,28,15
including,28,15
inspired,28,15
american,28,15
memorable,28,15
affair,28,15
july,28,15
school,27,15
expensive,27,15
started,27,15
wang,27,15
blue,27,15
happens,27,15
anyone,27,15
past,27,15
mind,27,15
known,27,15
wed,27,15
head,27,15
truth,27,15
offer,27,15
posted,27,15
design,27,15
cute,27,15
used,27,15
taking,27,15
small,27,15
age,26,15
course,26,15
monday,26,15
enjoy,26,15
talking,26,15
young,26,15
hear,26,15
wish,26,15
step,26,15
hold,26,15
simple,26,15
biggest,26,15
process,26,15
proposes,26,15
answer,26,15
actress,26,15
hour,25,15
truly,25,15
hope,25,15
vera,25,15
hot,25,15
second,25,15
along,25,15
called,25,15
infographic,25,15
obama,25,15
piece,25,15
likely,25,15
finally,25,15
job,25,15
national,25,15
changing,25,15
choice,25,15
business,25,15
fight,25,15
death,25,15
coming,25,15
vintage,25,15
worst,25,15
industry,25,15
toast,25,15
shot,25,15
decision,24,15
la,24,15
lady,24,15
winter,24,15
marital,24,15
free,24,15
buy,24,15
hollywood,24,15
user,23,15
beach,23,15
kellee,23,15
khalil,23,15
table,23,15
shop,23,15
bring,23,15
climate,830,16
change,502,16
animal,434,16
week,391,16
new,357,16
photo,328,16
year,317,16
world,315,16
dog,296,16
one,288,16
people,250,16
water,238,16
day,226,16
energy,215,16
state,215,16
time,204,16
video,203,16
could,193,16
oil,188,16
california,180,16
global,174,16
last,171,16
life,170,16
say,170,16
like,165,16
weather,164,16
storm,163,16
u,162,16
make,161,16
may,156,16
hurricane,155,16
need,151,16
way,149,16
home,147,16
take,146,16
first,144,16
national,141,16
trump,139,16
environmental,136,16
get,128,16
earth,128,16
elephant,127,16
baby,126,16
show,120,16
said,119,16
would,119,16
city,118,16
big,117,16
clean,115,16
american,114,16
many,114,16
extreme,114,16
food,113,16
two,113,16
sea,111,16
ocean,111,16
nature,111,16
human,109,16
find,105,16
power,102,16
green,102,16
coal,102,16
even,102,16
future,102,16
good,101,16
gas,99,16
right,99,16
specie,98,16
thing,98,16
zoo,96,16
help,96,16
great,95,16
planet,95,16
country,94,16
know,94,16
around,94,16
fuel,93,16
warming,93,16
million,93,16
mother,93,16
cat,92,16
part,91,16
industry,91,16
news,91,16
pipeline,91,16
park,89,16
company,88,16
come,88,16
pet,88,16
carbon,88,16
fire,87,16
look,86,16
see,86,16
health,86,16
study,84,16
still,84,16
president,83,16
story,83,16
go,82,16
scientist,82,16
back,82,16
save,82,16
found,81,16
much,81,16
public,80,16
also,80,16
wildfire,80,16
action,79,16
want,79,16
air,78,16
whale,78,16
wild,78,16
little,78,16
puppy,78,16
america,77,16
obama,77,16
record,76,16
bear,75,16
report,75,16
environment,75,16
death,73,16
protect,73,16
plan,73,16
community,73,16
fossil,71,16
keystone,71,16
love,71,16
wildlife,70,16
percent,70,16
work,69,16
across,69,16
nation,69,16
natural,69,16
crisis,68,16
pollution,68,16
made,68,16
spill,68,16
island,68,16
coast,67,16
fight,67,16
well,67,16
think,67,16
area,66,16
every,66,16
today,66,16
killed,65,16
problem,65,16
york,64,16
month,64,16
government,64,16
bird,63,16
shark,62,16
past,62,16
xl,62,16
dead,61,16
next,61,16
family,61,16
science,61,16
stop,61,16
best,61,16
project,60,16
never,60,16
ever,60,16
since,60,16
epa,60,16
major,59,16
united,59,16
end,59,16
must,59,16
issue,59,16
thousand,58,16
let,58,16
real,58,16
arctic,58,16
another,58,16
picture,58,16
official,57,16
group,57,16
emission,56,16
protection,56,16
without,56,16
tornado,56,16
snow,56,16
call,56,16
forest,56,16
live,56,16
threat,55,16
act,55,16
china,55,16
child,55,16
challenge,55,16
effort,55,16
fish,54,16
endangered,54,16
plant,54,16
lion,54,16
level,54,16
policy,54,16
become,54,16
paris,54,16
event,54,16
long,54,16
river,53,16
rescue,53,16
several,53,16
according,53,16
place,53,16
conservation,53,16
impact,53,16
farm,52,16
leader,52,16
high,52,16
business,52,16
land,51,16
washington,51,16
keep,51,16
solar,51,16
winter,51,16
woman,51,16
shelter,51,16
least,51,16
job,51,16
administration,50,16
chemical,50,16
face,50,16
far,50,16
mean,50,16
left,50,16
hope,50,16
fact,50,16
sustainable,50,16
fracking,50,16
kill,49,16
hit,49,16
small,49,16
might,49,16
open,49,16
disaster,49,16
used,49,16
march,49,16
activist,48,16
economy,48,16
cost,48,16
heat,47,16
better,47,16
man,47,16
away,47,16
ice,47,16
step,47,16
yet,47,16
sandy,47,16
number,46,16
system,46,16
use,46,16
west,46,16
already,46,16
set,46,16
network,46,16
waste,45,16
bill,45,16
adorable,45,16
read,45,16
wind,44,16
south,44,16
move,44,16
put,44,16
risk,44,16
political,44,16
ago,44,16
lot,44,16
recent,44,16
north,43,16
billion,43,16
massive,43,16
going,43,16
development,43,16
three,43,16
decade,43,16
cause,42,16
white,42,16
drought,42,16
beach,42,16
popular,42,16
though,42,16
history,42,16
idea,42,16
economic,42,16
sand,42,16
nearly,41,16
got,41,16
car,41,16
war,41,16
support,41,16
give,41,16
making,41,16
ca,41,16
flood,40,16
looking,40,16
federal,40,16
tiger,40,16
recently,40,16
something,40,16
largest,39,16
florida,39,16
resident,39,16
rescued,39,16
owner,39,16
temperature,39,16
talk,39,16
likely,39,16
flooding,38,16
watch,38,16
hundred,38,16
tree,38,16
campaign,38,16
marine,38,16
finally,38,16
line,38,16
local,38,16
image,38,16
school,38,16
really,38,16
house,38,16
important,38,16
free,38,16
include,38,16
research,37,16
season,37,16
toward,37,16
population,37,16
enough,37,16
rise,37,16
near,37,16
source,36,16
ban,36,16
case,36,16
international,36,16
told,36,16
texas,36,16
congress,36,16
bad,36,16
old,36,16
seen,36,16
summer,35,16
law,35,16
friday,35,16
street,35,16
dolphin,35,16
beyond,35,16
reef,35,16
opportunity,35,16
republican,35,16
seaworld,35,16
including,34,16
called,34,16
getting,34,16
growing,34,16
product,34,16
donald,34,16
brought,34,16
living,34,16
panda,34,16
whether,33,16
researcher,33,16
killing,33,16
top,33,16
resource,33,16
cold,33,16
claim,33,16
program,33,16
effect,33,16
le,33,16
headline,33,16
bp,33,16
break,32,16
rain,32,16
service,32,16
together,32,16
known,32,16
capture,32,16
drilling,32,16
reason,32,16
born,32,16
solution,32,16
agreement,32,16
generation,32,16
almost,32,16
point,32,16
alaska,31,16
university,31,16
huge,31,16
turn,31,16
concern,31,16
taking,31,16
clear,31,16
named,31,16
half,31,16
ship,31,16
coral,31,16
gorilla,31,16
east,31,16
region,31,16
took,31,16
governor,31,16
tip,31,16
department,31,16
reality,31,16
renewable,31,16
wo,31,16
behind,31,16
start,31,16
movement,31,16
often,31,16
name,31,16
southern,30,16
toxic,30,16
giant,30,16
site,30,16
mexico,30,16
nothing,30,16
damage,30,16
mountain,30,16
moment,30,16
check,30,16
sustainability,30,16
ground,30,16
working,30,16
gulf,30,16
wrong,30,16
center,29,16
decision,29,16
despite,29,16
came,29,16
blaze,29,16
eye,29,16
friend,29,16
safe,29,16
question,29,16
fighting,29,16
pit,29,16
continue,29,16
young,29,16
medium,29,16
four,29,16
technology,29,16
address,29,16
harvey,29,16
run,29,16
tell,29,16
creature,29,16
court,28,16
cub,28,16
healthy,28,16
believe,28,16
wolf,28,16
key,28,16
condition,28,16
atlantic,28,16
stunning,28,16
mile,28,16
five,28,16
expert,28,16
orangutan,28,16
kid,28,16
side,28,16
heart,28,16
polar,28,16
bull,28,16
